y0,y1,y2,y3,y4,y5,y6
0.210704,0.416275,0.11412,0.548468,0.339777,0.607413,0.780608
0.540629,0.743565,0.522933,0.780639,0.469839,0.038852,0.436386
0.929665,0.835969,0.326782,0.930614,0.417915,0.121258,0.67673
0.005638,0.531627,0.747117,0.313116,0.992235,0.239214,0.338918
0.22485,0.677393,0.492463,0.50562,0.514765,0.702516,0.645294
0.372205,0.8783,0.520848,0.696088,0.611761,0.829315,0.624581
0.506565,0.584983,0.444341,0.78065,0.5107,0.174937,0.363222
0.026934,0.08641,0.859655,0.722251,0.920764,0.802736,0.706086
0.220833,0.169556,0.562978,0.121407,0.515015,0.48229,0.769914
0.403227,0.023172,0.016051,0.751346,0.375455,0.808086,0.443582
0.116177,0.812177,0.131646,0.770645,0.878442,0.573122,0.972229
0.52379,0.865806,0.66356,0.423938,0.933394,0.01146,0.525528
0.838638,0.952839,0.369708,0.061532,0.506129,0.140951,0.191224
0.097382,0.233483,0.118581,0.37077,0.725982,0.973204,0.877496
0.36659,0.685932,0.630362,0.346542,0.957561,0.008838,0.401773
0.431643,0.782339,0.750605,0.626921,0.99797,0.499668,0.401063
0.596172,0.917341,0.410549,0.355652,0.403322,0.463279,0.374817
0.795172,0.546167,0.672542,0.173036,0.046949,0.471894,0.821124
0.707617,0.844036,0.553669,0.366095,0.860235,0.531545,0.628393
0.918925,0.444127,0.173291,0.509967,0.709259,0.684326,0.873641
0.368403,0.506883,0.536215,0.132539,0.030328,0.488431,0.82769
0.528555,0.319985,0.069276,0.835459,0.464971,0.826808,0.474817
0.735198,0.318331,0.458278,0.87384,0.10357,0.763448,0.536825
0.82133,0.519015,0.852168,0.615667,0.489885,0.425157,0.559438
0.513084,0.243559,0.255942,0.970125,0.011881,0.718645,0.190768
0.457455,0.036265,0.320177,0.927262,0.485685,0.714586,0.944752
0.693431,0.96111,0.555329,0.72093,0.391432,0.806968,0.022511
0.346455,0.682341,0.540701,0.294402,0.841644,0.979713,0.916666
0.665317,0.909516,0.382717,0.232569,0.812764,0.11795,0.074228
0.608019,0.658285,0.440981,0.810396,0.551708,0.381299,0.498549
0.620272,0.504489,0.071605,0.792606,0.243326,0.335222,0.608338
0.819917,0.696862,0.209901,0.076647,0.638764,0.38351,0.019691
0.47092,0.115509,0.112637,0.702104,0.099585,0.653844,0.075796
0.533329,0.090793,0.718264,0.638462,0.017982,0.081272,0.564227
0.530185,0.846549,0.763859,0.36657,0.022257,0.152269,0.016926
0.897627,0.144068,0.090228,0.538231,0.56438,0.016177,0.705711
0.087772,0.436335,0.563201,0.130049,0.890835,0.369516,0.316534
0.631234,0.000245,0.535938,0.677168,0.39512,0.449618,0.697981
0.598621,0.06275,0.192683,0.130459,0.52506,0.321177,0.861418
0.482847,0.005241,0.039937,0.817584,0.329089,0.034868,0.636252
0.431396,0.00577,0.028606,0.652293,0.827229,0.835319,0.586032
0.910122,0.155085,0.220637,0.366751,0.498689,0.114153,0.989711
0.277821,0.795322,0.457467,0.975154,0.498171,0.046209,0.157964
0.59588,0.458491,0.096277,0.255513,0.469213,0.391339,0.801354
0.542483,0.198145,0.899097,0.436101,0.497812,0.98596,0.234778
0.940814,0.47047,0.724309,0.800671,0.954013,0.506454,0.524914
0.420072,0.328971,0.13108,0.909735,0.157035,0.780691,0.732109
0.391727,0.160626,0.225164,0.316936,0.752305,0.299646,0.241075
0.668706,0.159675,0.271535,0.334674,0.56271,0.381931,0.019841
0.169283,0.327579,0.455471,0.99722,0.271918,0.67497,0.344288
0.085596,0.387587,0.314515,0.31487,0.844996,0.389992,0.242924
0.320637,0.186768,0.620226,0.028863,0.614073,0.199098,0.126603
0.444017,0.790675,0.972662,0.869993,0.040674,0.816154,0.337591
0.01732,0.516318,0.540685,0.125608,0.545301,0.6519,0.649135
0.658797,0.636234,0.391536,0.034652,0.99407,0.916948,0.167101
0.111288,0.979676,0.464295,0.889264,0.526531,0.630981,0.243438
0.272649,0.484314,0.439635,0.141509,0.512343,0.317335,0.16866
0.610958,0.748668,0.539034,0.600278,0.597867,0.940388,0.630769
0.5552,0.970007,0.685181,0.247103,0.898077,0.511736,0.301963
0.726205,0.114325,0.923326,0.333949,0.559383,0.71011,0.662407
0.170545,0.520063,0.192561,0.665902,0.561514,0.147179,0.32799
0.886045,0.006125,0.417603,0.22941,0.203678,0.816222,0.410328
0.285287,0.146324,0.02416,0.266947,0.781588,0.827902,0.778709
0.576832,0.63822,0.645139,0.567564,0.544419,0.856822,0.019557
0.714627,0.863979,0.632053,0.942681,0.692355,0.898487,0.883203
0.270845,0.084992,0.323834,0.12891,0.260469,0.094055,0.4223
0.581746,0.517177,0.756803,0.644766,0.13586,0.945508,0.115016
0.914366,0.843282,0.834532,0.5071,0.711905,0.593043,0.748148
0.905529,0.112443,0.894632,0.93556,0.103312,0.198895,0.64354
0.03087,0.13847,0.087649,0.265439,0.483321,0.843267,0.873037
0.255095,0.053494,0.440153,0.293126,0.558014,0.494575,0.382868
0.016603,0.571225,0.010814,0.077763,0.907536,0.722553,0.79037
0.559544,0.305883,0.902714,0.108119,0.260768,0.863181,0.772881
0.654345,0.362498,0.669125,0.514887,0.345432,0.437401,0.906389
0.198051,0.108389,0.211121,0.898662,0.075444,0.261635,0.301799
0.354123,0.540968,0.800748,0.837247,0.733774,0.216098,0.075407
0.205958,0.465954,0.630852,0.39521,0.012472,0.322602,0.864385
0.681455,0.91248,0.258647,0.263171,0.531761,0.990783,0.00509
0.172814,0.475202,0.758728,0.569733,0.837345,0.052745,0.362153
0.114715,0.684518,0.852814,0.00804,0.45072,0.009169,0.224833
0.736571,0.281387,0.050945,0.041623,0.576334,0.422336,0.338385
0.682068,0.764979,0.627349,0.670322,0.4786,0.172337,0.642897
0.07081,0.81159,0.916721,0.766006,0.756315,0.926176,0.216612
0.957031,0.83202,0.873218,0.288535,0.791642,0.915273,0.488703
0.017585,0.830644,0.051241,0.840786,0.922544,0.422872,0.082954
0.777809,0.983802,0.45722,0.71274,0.265607,0.663199,0.952554
0.086961,0.223953,0.306556,0.82749,0.132969,0.100855,0.571881
0.003776,0.248716,0.317812,0.058895,0.63164,0.200354,0.506437
0.284909,0.991423,0.103284,0.886283,0.548688,0.805665,0.806487
0.457863,0.534028,0.931357,0.191391,0.65899,0.793909,0.613638
0.71262,0.717623,0.141614,0.319068,0.411885,0.189095,0.08311
0.647896,0.942772,0.65308,0.255112,0.334268,0.060511,0.17437
0.666637,0.035164,0.052751,0.618147,0.481633,0.015566,0.925382
0.63445,0.055739,0.732697,0.9346,0.327433,0.273418,0.124066
0.863683,0.776761,0.322412,0.882558,0.893256,0.584264,0.091743
0.868616,0.946285,0.941587,0.957776,0.920736,0.64206,0.21592
0.243667,0.292317,0.518946,0.194398,0.009242,0.871559,0.827007
0.312959,0.234913,0.911472,0.939089,0.660849,0.656783,0.795954
0.20598,0.010584,0.884736,0.049377,0.421272,0.699145,0.3436
0.727782,0.239142,0.729427,0.752811,0.914071,0.155294,0.448691
0.406151,0.196281,0.040995,0.636879,0.820861,0.571848,0.824619
0.064324,0.800472,0.740073,0.176527,0.830702,0.597616,0.533908
0.69635,0.235561,0.259359,0.403876,0.466866,0.996811,0.6664
0.277349,0.633293,0.616,0.526743,0.414517,0.371871,0.023471
0.912179,0.555592,0.145212,0.414782,0.615925,0.788818,0.872302
0.763602,0.600588,0.415234,0.536344,0.058594,0.664399,0.599291
0.301808,0.057495,0.164591,0.430561,0.982296,0.697734,0.820319
0.412555,0.225508,0.812914,0.870009,0.148873,0.015283,0.287594
0.96683,0.628646,0.10562,0.883989,0.516032,0.48771,0.20118
0.638108,0.775668,0.481212,0.859083,0.461456,0.740167,0.517194
0.171766,0.507637,0.923926,0.093263,0.087939,0.821238,0.839157
0.594457,0.846647,0.322626,0.407821,0.222949,0.185172,0.245441
0.149922,0.021072,0.737108,0.822971,0.199915,0.249392,0.023265
0.603447,0.784873,0.009524,0.157462,0.264862,0.845823,0.200081
0.306239,0.879419,0.355039,0.557282,0.116809,0.19288,0.747927
0.539631,0.84118,0.364926,0.042526,0.046447,0.117409,0.549949
0.554727,0.271008,0.17916,0.198315,0.076841,0.079569,0.598182
0.029225,0.355911,0.952507,0.110795,0.06516,0.909311,0.256005
0.038557,0.450347,0.357277,0.472496,0.006674,0.250904,0.342597
0.864457,0.170803,0.411677,0.903528,0.463936,0.063565,0.126637
0.158919,0.229186,0.227142,0.115812,0.666997,0.061426,0.22054
0.468216,0.201321,0.177642,0.988682,0.829379,0.65581,0.219228
0.637517,0.833283,0.458237,0.599963,0.655822,0.193275,0.378579
0.869757,0.855156,0.92009,0.371245,0.401508,0.544087,0.240461
0.151699,0.477396,0.768129,0.105894,0.862856,0.639598,0.23489
0.753048,0.589081,0.675401,0.227529,0.510944,0.676922,0.356235
0.101806,0.858825,0.343585,0.43535,0.501664,0.900358,0.587413
0.127238,0.67822,0.24673,0.453307,0.078471,0.494914,0.974657
0.735606,0.735299,0.113677,0.604609,0.723868,0.753925,0.291016
0.489203,0.802841,0.600984,0.519452,0.631506,0.114201,0.120789
0.665368,0.46429,0.441597,0.433768,0.085261,0.411464,0.618186
0.600886,0.533673,0.807601,0.076873,0.850469,0.860788,0.555075
0.86046,0.672386,0.572329,0.313751,0.849988,0.358768,0.266849
0.605251,0.411238,0.427036,0.556889,0.537682,0.597464,0.963874
0.77919,0.839161,0.338553,0.220048,0.293718,0.347443,0.713163
0.069576,0.462102,0.304189,0.641685,0.589875,0.524791,0.045942
0.881313,0.745346,0.645398,0.350815,0.910073,0.007098,0.931722
0.679305,0.745451,0.795542,0.414613,0.82151,0.619631,0.591917
0.24093,0.036623,0.086112,0.329589,0.497391,0.545578,0.461077
0.257431,0.201967,0.098362,0.120226,0.711901,0.990409,0.921755
0.715739,0.615187,0.637935,0.655637,0.118795,0.412539,0.28553
0.794653,0.555769,0.103795,0.64431,0.987479,0.674486,0.520921
0.63225,0.794611,0.366406,0.439745,0.008935,0.262299,0.401425
0.964883,0.462614,0.571086,0.581728,0.246371,0.666411,0.745837
0.9973,0.340583,0.584001,0.117966,0.729346,0.968746,0.397373
0.562751,0.259589,0.368199,0.858734,0.536724,0.32393,0.171348
0.559633,0.981735,0.948052,0.605469,0.137307,0.326498,0.118769
0.03147,0.823031,0.365234,0.944482,0.926649,0.40642,0.807354
0.711974,0.76334,0.287477,0.259066,0.294371,0.594314,0.730276
0.274079,0.841242,0.860048,0.312427,0.188346,0.685752,0.214021
0.302566,0.012637,0.448267,0.866486,0.196339,0.460737,0.260089
0.626179,0.090723,0.28707,0.910557,0.660987,0.798763,0.368268
0.074438,0.500266,0.21083,0.829552,0.89206,0.509032,0.130205
0.053533,0.868121,0.682493,0.697322,0.644201,0.154836,0.765317
0.60634,0.413881,0.826295,0.185831,0.570447,0.966582,0.749016
0.06981,0.069687,0.344149,0.773939,0.844437,0.38388,0.794671
0.691839,0.425168,0.109743,0.909544,0.457384,0.952127,0.014778
0.022471,0.791965,0.283701,0.107074,0.179931,0.129471,0.947014
0.29419,0.037624,0.511855,0.816303,0.33972,0.617668,0.603989
0.080732,0.753713,0.064184,0.877818,0.117796,0.139836,0.261067
0.503917,0.061534,0.085786,0.783044,0.430135,0.076624,0.796575
0.092249,0.631617,0.977083,0.986579,0.867239,0.123897,0.167278
0.145171,0.183308,0.677181,0.811031,0.129843,0.265725,0.020119
0.419639,0.472382,0.993062,0.641696,0.555721,0.788289,0.491712
0.26639,0.487708,0.338138,0.763401,0.773075,0.722225,0.83678
0.963509,0.990304,0.318828,0.508142,0.82838,0.505796,0.535619
0.98681,0.724502,0.008573,0.071264,0.918658,0.928385,0.068285
0.480931,0.934647,0.432869,0.348843,0.407979,0.446143,0.765756
0.225088,0.418884,0.389137,0.652876,0.636687,0.915416,0.383848
0.281918,0.607794,0.127166,0.395794,0.235638,0.87698,0.127877
0.445559,0.192241,0.452247,0.801771,0.738666,0.151573,0.370233
0.030378,0.068852,0.407406,0.82683,0.69126,0.487143,0.401496
0.737486,0.086411,0.833664,0.409875,0.80205,0.951707,0.861192
0.751307,0.71945,0.826446,0.882097,0.961034,0.347425,0.112808
0.632221,0.902927,0.077519,0.542804,0.155213,0.051536,0.486066
0.492299,0.490803,0.44828,0.674779,0.714763,9.6e-05,0.481848
0.558988,0.889915,0.533518,0.325229,0.843606,0.896861,0.733461
0.248274,0.784581,0.842314,0.784622,0.661897,0.479317,0.616558
0.679253,0.987176,0.257917,0.636382,0.274472,0.498948,0.971261
0.026022,0.894602,0.071872,0.914552,0.388987,0.09463,0.699635
0.993756,0.35936,0.433012,0.51812,0.708311,0.861738,0.542848
0.957145,0.823654,0.275022,0.883902,0.988851,0.502214,0.576058
0.830774,0.3545,0.702147,0.081183,0.50651,0.045072,0.037708
0.663895,0.192294,0.288556,0.364212,0.141558,0.165198,0.786028
0.551551,0.680755,0.797196,0.34977,0.200629,0.933921,0.925071
0.141337,0.920327,0.011669,0.318525,0.299395,0.480645,0.870966
0.640247,0.248539,0.748108,0.711233,0.154104,0.748185,0.413534
0.249234,0.417548,0.1371,0.287569,0.376615,0.599504,0.023617
0.310012,0.481611,0.144577,0.754632,0.259037,0.20739,0.568789
0.386524,0.2183,0.936768,0.45952,0.305246,0.548903,0.026644
0.56159,0.52516,0.590295,0.376418,0.13308,0.844477,0.41462
0.566187,0.637943,0.105908,0.514946,0.996044,0.271076,0.671491
0.011221,0.023035,0.487535,0.971699,0.237616,0.528389,0.893466
0.950957,0.062081,0.72816,0.062592,0.717266,0.803412,0.429353
0.166461,0.670481,0.984976,0.519439,0.262986,0.192991,0.477241
0.166855,0.7762,0.627835,0.99823,0.558323,0.821201,0.543971
0.925253,0.48256,0.159585,0.601253,0.61183,0.120255,0.062464
0.187519,0.096414,0.43732,0.99838,0.240317,0.13245,0.408824
0.60333,0.318745,0.581093,0.145587,0.542509,0.841654,0.257488
0.849556,0.515429,0.031121,0.141593,0.937181,0.952063,0.52548
0.6252,0.896224,0.684289,0.400473,0.721954,0.806555,0.351021
0.454188,0.270615,0.602659,0.78487,0.403646,0.59306,0.150119
0.861832,0.826454,0.610261,0.186254,0.31689,0.866235,0.063779
0.35347,0.667833,0.990716,0.779787,0.257521,0.87978,0.492789
0.965621,0.972335,0.296697,0.288384,0.115307,0.983875,0.318932
0.632838,0.621234,0.952549,0.865313,0.96638,0.323368,0.73921
0.434107,0.800992,0.65442,0.063807,0.887471,0.707301,0.206139
0.945599,0.671252,0.934954,0.068299,0.2949,0.336665,0.512583
0.035445,0.514686,0.947624,0.936426,0.37139,0.182469,0.715669
0.812471,0.092899,0.660929,0.768147,0.716704,0.708108,0.488873
0.893456,0.667526,0.843917,0.054122,0.611014,0.452122,0.888772
0.019058,0.716342,0.123436,0.300784,0.183471,0.927573,0.355871
0.387729,0.797727,0.839179,0.771055,0.1221,0.309998,0.384765
0.676484,0.560236,0.750594,0.22991,0.621109,0.527277,0.574227
0.923391,0.429425,0.31149,0.150299,0.843144,0.074006,0.601599
0.799829,0.083805,0.405637,0.821401,0.295435,0.239356,0.971848
0.500411,0.887505,0.90599,0.892341,0.557774,0.89853,0.012421
0.839315,0.812862,0.873383,0.100234,0.998503,0.377931,0.535239
0.655979,0.647872,0.138056,0.18027,0.657959,0.472361,0.201496
0.45166,0.639631,0.201602,0.441731,0.490854,0.637202,0.362282
0.761739,0.006496,0.327875,0.407148,0.346145,0.452672,0.063153
0.882948,0.202569,0.661921,0.247421,0.552764,0.176153,0.745486
0.640559,0.833126,0.022864,0.277507,0.809184,0.988093,0.537863
0.024404,0.29463,0.219019,0.236091,0.29339,0.562482,0.839996
0.012423,0.489036,0.271621,0.374127,0.011129,0.703411,0.704079
0.347638,0.402992,0.694785,0.201728,0.842215,0.185306,0.411507
0.049875,0.843451,0.224387,0.544698,0.813601,0.024047,0.889598
0.406535,0.660359,0.319132,0.055831,0.856,0.606061,0.604697
0.694964,0.351462,0.051339,0.74761,0.818921,0.638889,0.975208
0.773957,0.372094,0.093935,0.779807,0.502791,0.23607,0.709567
0.625019,0.32536,0.817884,0.871196,0.283076,0.126341,0.126692
0.821629,0.438166,0.685761,0.295502,0.897576,0.537706,0.694063
0.09308,0.925071,0.027782,0.322929,0.710461,0.878632,0.148698
0.771028,0.20566,0.880346,0.485799,0.213809,0.783563,0.176874
0.174702,0.009718,0.672739,0.159202,0.699572,0.192719,0.029074
0.539108,0.930431,0.792179,0.704418,0.921447,0.469754,0.526136
0.654203,0.565595,0.35148,0.897525,0.057959,0.560718,0.059222
0.842291,0.130537,0.361552,0.591313,0.688607,0.00663,0.625074
0.313132,0.022486,0.377969,0.350936,0.214567,0.125796,0.291047
0.262615,0.489605,0.470455,0.07991,0.795219,0.827908,0.610065
0.918504,0.275874,0.602462,0.775219,0.129372,0.396563,0.618444
0.653707,0.421255,0.901523,0.807382,0.62047,0.37674,0.847334
0.501552,0.784228,0.572502,0.104792,0.442823,0.73396,0.03633
0.925905,0.13937,0.352899,0.041666,0.473069,0.862949,0.059308
0.748379,0.346215,0.543453,0.2696,0.817614,0.692958,0.957946
0.190659,0.193377,0.434555,0.056305,0.512505,0.527983,0.018815
0.999652,0.368609,0.631157,0.366904,0.972597,0.730133,0.738687
0.858561,0.057064,0.425039,0.130081,0.713222,0.832718,0.578112
0.585312,0.427263,0.786271,0.312204,0.811287,0.360766,0.926314
0.771042,0.975783,0.357714,0.61759,0.674672,0.106273,0.075786
0.974317,0.303301,0.532484,0.10612,0.99711,0.626206,0.303066
0.115131,0.098581,0.772971,0.683991,0.573628,0.047059,0.258574
0.975,0.778603,0.047856,0.417299,0.15478,0.190608,0.843178
0.712449,0.545275,0.110543,0.117001,0.897144,0.751661,0.687967
0.320803,0.98944,0.111409,0.291992,0.091604,0.372854,0.125381
0.424858,0.652172,0.265962,0.106405,0.531215,0.66176,0.351136
0.393047,0.074868,0.162307,0.064618,0.246257,0.869944,0.851226
0.77944,0.119632,0.402054,0.318503,0.885942,0.744343,0.00555
0.854609,0.036333,0.42355,0.143852,0.340431,0.405616,0.722732
0.440287,0.187003,0.365253,0.843274,0.860196,0.685808,0.763513
0.095122,0.31297,0.276517,0.248706,0.270449,0.279503,0.613212
0.888978,0.050052,0.214761,0.101139,0.995741,0.92196,0.268366
0.550751,0.943804,0.273792,0.91436,0.651529,0.533132,0.963914
0.741985,0.019173,0.373901,0.966618,0.020619,0.222909,0.862566
0.386693,0.012774,0.310741,0.782358,0.396253,0.672288,0.834377
0.369412,0.875631,0.865882,0.526446,0.592525,0.772833,0.574534
0.294031,0.84703,0.650171,0.327527,0.120208,0.471456,0.832802
0.270479,0.778558,0.537535,0.068828,0.141807,0.838063,0.917028
0.475427,0.647821,0.97899,0.769061,0.355719,0.431308,0.687752
0.625908,0.941892,0.206047,0.943495,0.478492,0.395124,0.894042
0.725496,0.086176,0.258702,0.031601,0.850661,0.155424,0.556463
0.009385,0.778729,0.609158,0.771163,0.28194,0.614932,0.525106
0.494244,0.399056,0.219796,0.960125,0.774426,0.788729,0.885554
0.955312,0.821066,0.121418,0.579462,0.321667,0.350053,0.841182
0.981937,0.837106,0.93335,0.393278,0.609708,0.431859,0.279368
0.486462,0.979822,0.482698,0.192354,0.825058,0.811084,0.527362
0.486469,0.930739,0.072198,0.283451,0.271635,0.594106,0.605677
0.363845,0.337089,0.056892,0.055552,0.127865,0.879414,0.460016
0.365088,0.388718,0.693963,0.156184,0.658033,0.865636,0.288389
0.591729,0.005992,0.593189,0.97993,0.425394,0.37095,0.871659
0.103858,0.77314,0.299463,0.676735,0.340479,0.405991,0.088185
0.167464,0.871908,0.880315,0.125583,0.539101,0.294123,0.006703
0.957296,0.634609,0.330678,0.88505,0.994013,0.845681,0.335457
0.075025,0.568666,0.830999,0.098038,0.278616,0.181218,0.457712
0.887206,0.683848,0.201719,0.183347,0.084639,0.482194,0.834706
0.224457,0.105381,0.737478,0.302577,0.099187,0.262738,0.224918
0.309462,0.115378,0.523529,0.956835,0.614097,0.034175,0.217225
0.693893,0.12104,0.933846,0.03689,0.507421,0.503864,0.571152
0.136327,0.283293,0.202921,0.186689,0.485144,0.911047,0.478753
0.737564,0.792727,0.847616,0.765902,0.854038,0.571553,0.606368
0.408359,0.305844,0.588208,0.673466,0.294194,0.188536,0.533037
0.271321,0.449034,0.82384,0.495761,0.915278,0.616332,0.263424
0.847896,0.668398,0.078394,0.189427,0.390754,0.944683,0.01092
0.434797,0.444883,0.958239,0.997179,0.604572,0.862921,0.711619
0.936972,0.793812,0.092765,0.180876,0.825336,0.325927,0.071856
0.033118,0.915468,0.765213,0.447392,0.598229,0.304114,0.652654
0.07099,0.193759,0.424319,0.408263,0.888626,0.052755,0.003898
0.634541,0.635278,0.563195,0.654952,0.320635,0.751362,0.04169
0.587666,0.409004,0.665551,0.929508,0.448475,0.214338,0.535872
0.498824,0.170409,0.492407,0.623825,0.945568,0.902847,0.856523
0.386653,0.476115,0.497094,0.195431,0.327136,0.597956,0.835547
0.834166,0.390188,0.27901,0.301226,0.769724,0.03855,0.492603
0.566273,0.031857,0.856847,0.675281,0.720514,0.211535,0.956026
0.973109,0.662123,0.610004,0.244561,0.101765,0.563392,0.983965
0.330459,0.187834,0.086092,0.719326,0.464246,0.670334,0.857021
0.581146,0.670906,0.58458,0.909192,0.090536,0.05058,0.37298
0.938056,0.472889,0.341876,0.715523,0.740203,0.731663,0.080507
0.854519,0.172291,0.656662,0.461775,0.290109,0.950852,0.003952
0.900135,0.031579,0.056276,0.559813,0.300014,0.296645,0.224614
0.166987,0.165637,0.060047,0.376165,0.003474,0.954757,0.281861
0.02152,0.169148,0.536073,0.996158,0.137809,0.088677,0.198012
0.234228,0.256221,0.952066,0.668827,0.681505,0.528371,0.004575
0.914646,0.448726,0.807424,0.990021,0.555879,0.020584,0.085611
0.338982,0.9688,0.308748,0.630153,0.750371,0.285687,0.548652
0.101399,0.859274,0.397252,0.858906,0.247767,0.946539,0.468901
0.413229,0.494784,0.947866,0.680451,0.63039,0.338122,0.732554
0.660451,0.063879,0.745952,0.676509,0.853237,0.401773,0.841252
0.623574,0.755356,0.371566,0.501005,0.303099,0.890307,0.347463
0.744463,0.129985,0.616778,0.789729,0.485091,0.200512,0.068283
0.986981,0.863571,0.522666,0.27914,0.650696,0.394,0.270133
0.665684,0.921419,0.54842,0.527358,0.795407,0.133691,0.935916
0.48004,0.323376,0.364445,0.663385,0.925005,0.754458,0.67786
0.500725,0.300812,0.519055,0.358853,0.627821,0.035016,0.95199
0.887455,0.397421,0.111875,0.125538,0.553434,0.784944,0.039044
0.515821,0.110222,0.829309,0.1832,0.64105,0.055748,0.070174
0.679754,0.527353,0.315025,0.981554,0.276961,0.303708,0.464813
0.409016,0.624722,0.190724,0.131709,0.174879,0.519528,0.537674
0.939299,0.6702,0.992103,0.241543,0.871733,0.832212,0.446282
0.985537,0.735316,0.346619,0.582996,0.377197,0.035592,0.689498
0.807231,0.574932,0.137236,0.271082,0.86707,0.63753,0.726435
0.129376,0.303499,0.744835,0.742099,0.245082,0.668843,0.928844
0.428609,0.136941,0.477234,0.693278,0.925681,0.991587,0.892127
0.521369,0.570641,0.339421,0.096789,0.071353,0.637444,0.051703
0.002197,0.409606,0.764522,0.008993,0.929155,0.376043,0.28573
0.966861,0.593727,0.430678,0.727151,0.843565,0.427626,0.379831
0.392351,0.655448,0.326505,0.825572,0.813492,0.261902,0.090261
0.55371,0.434298,0.217533,0.480947,0.738444,0.157042,0.539772
0.708463,0.904652,0.159214,0.109561,0.018573,0.54578,0.976187
0.852506,0.198712,0.282255,0.970096,0.876047,0.899626,0.728095
0.980283,0.805856,0.493088,0.411089,0.924289,0.063826,0.84137
0.712554,0.494388,0.859736,0.064482,0.333177,0.680128,0.633734
0.223066,0.229505,0.488516,0.908257,0.669604,0.689172,0.355641
0.669498,0.942822,0.780003,0.304411,0.408856,0.993048,0.350984
0.762412,0.19929,0.176791,0.788169,0.776631,0.179842,0.466061
0.793981,0.89816,0.677037,0.81968,0.925021,0.921059,0.810885
0.464693,0.984861,0.044697,0.528364,0.886916,0.998394,0.21628
0.540326,0.118493,0.528899,0.917472,0.988295,0.225028,0.622012
0.154346,0.458345,0.807135,0.962286,0.445972,0.622677,0.965573
0.058846,0.156845,0.192552,0.319222,0.160141,0.915562,0.606546
0.923327,0.249426,0.998538,0.488971,0.700397,0.017077,0.644235
0.490457,0.970851,0.102115,0.923005,0.122738,0.726309,0.612371
0.400018,0.35081,0.391965,0.657365,0.631485,0.996526,0.19866
0.905484,0.034483,0.794491,7.6e-05,0.342827,0.305707,0.492092
0.149559,0.596978,0.007344,0.945392,0.872869,0.004773,0.716511
0.736948,0.101639,0.050654,0.201995,0.993723,0.027737,0.139467
0.83618,0.170426,0.557353,0.98848,0.333953,0.074418,0.555873
0.875163,0.258653,0.464201,0.166199,0.506953,0.450844,0.297608
0.986009,0.792106,0.713228,0.382239,0.857113,0.259169,0.918852
0.459945,0.421251,0.376947,0.285674,0.369642,0.116579,0.231104
0.126859,0.115804,0.037702,0.371492,0.502849,0.155352,0.442265
0.897949,0.062922,0.592156,0.049869,0.213425,0.209844,0.591084
0.675536,0.452934,0.594308,0.913095,0.898336,0.31606,0.984346
0.57404,0.483182,0.67439,0.235812,0.080521,0.041335,0.395893
0.809445,0.296133,0.849356,0.785473,0.609215,0.957211,0.326019
0.613229,0.472837,0.333316,0.118044,0.439645,0.358576,0.414467
0.791016,0.030409,0.244466,0.691342,0.906526,0.487476,0.900641
0.826887,0.405,0.158705,0.667008,0.589225,0.946746,0.126112
0.057612,0.044425,0.908597,0.161601,0.653992,0.95033,0.946619
0.209931,0.730979,0.716208,0.712825,0.29507,0.289978,0.891262
0.579114,0.942186,0.421547,0.168571,0.420051,0.298971,0.057555
0.225971,0.527948,0.994893,0.2819,0.5612,0.033622,0.611601
0.834579,0.376852,0.732031,0.821658,0.079874,0.285516,0.474316
0.274631,0.444082,0.337145,0.375127,0.818938,0.637887,0.731018
0.572055,0.37877,0.004252,0.275507,0.016181,0.610528,0.407827
0.948413,0.242847,0.383673,0.723086,0.341107,0.043131,0.053979
0.353867,0.513682,0.649138,0.829158,0.503731,0.817248,0.912135
0.527379,0.955848,0.483665,0.378399,0.050362,0.142559,0.737718
0.222794,0.030179,0.374376,0.27291,0.079672,0.36923,0.997082
0.015322,0.326765,0.307766,0.985785,0.367372,0.643442,0.410095
0.904414,0.75963,0.072179,0.142007,0.105721,0.710566,0.626038
0.126619,0.53001,0.968925,0.778105,0.461957,0.866043,0.286424
0.804609,0.397798,0.422878,0.595206,0.967461,0.250704,0.87304
0.194226,0.609076,0.828018,0.169902,0.674373,0.812449,0.54648
0.76171,0.369346,0.029803,0.87817,0.826622,0.714677,0.020106
0.532448,0.557948,0.135003,0.756859,0.151912,0.366228,0.713884
0.262766,0.148821,0.006222,0.209512,0.980362,0.599009,0.076665
0.814078,0.715518,0.357819,0.353991,0.358039,0.820428,0.345762
0.209985,0.009292,0.566791,0.029359,0.319639,0.590017,0.490433
0.984042,0.323403,0.488631,0.674699,0.626086,0.513824,0.44159
0.465678,0.643941,0.426966,0.017235,0.27819,0.693935,0.761411
0.439411,0.281119,0.922421,0.734004,0.593515,0.691531,0.488556
0.58235,0.417268,0.986557,0.730019,0.01793,0.428363,0.164888
0.607091,0.336021,0.629922,0.711942,0.60695,0.479359,0.038516
0.983527,0.683747,0.542971,0.014008,0.580089,0.267169,0.26308
0.139766,0.913024,0.29906,0.541574,0.978239,0.350122,0.180426
0.401253,0.470842,0.764939,0.161876,0.680331,0.316696,0.078314
0.845575,0.331739,0.216301,0.554682,0.084916,0.270903,0.838614
0.304543,0.346937,0.843054,0.478277,0.477914,0.305912,0.064249
0.669103,0.117119,0.42054,0.739957,0.206185,0.853579,0.303165
